,WordText,CategoryLabel
5215,student;includes,383
5216,the current academic year,391
5217,section;data,383
5218,the end of the third fiscal year,391
5219,Success,383
5220,2 hours,392
5221,42 U.S.C. 2000d,391
5222,Justice,383
5223,section 1001(7,390
5224,section 3033,390
5225,"fewer than 100,000",397
5226,Requirements,380
5227,Pentagon,383
5228,1033,391
5229,the Department of Defense Excess Personal Property Program,383
5230,the National Defense Authorization Act for Fiscal Year 1997,383
5231,104–201,397
5232,Enforcement and Removal Operations of ICE,383
5233,210401,397
5234,the Violent Crime Control,383
5235,Cross-Training,383
5236,an additional 6 months,391
5237,20-percent,393
5238,8 hours,392
5239,an additional 120 days,391
5240,Limitation on Department of Defense,383
5241,the Defense Logistics Agency,383
5242,the last day of a fiscal quarter,391
5243,that fiscal quarter,391
5244,the last day of a fiscal year,391
5245,"each of fiscal years 2015, 2016",391
5246,State Homeland Security,383
5247,XX,384
5248,6 U.S.C. 603,394
5249,the Protecting Communities and Police Act,383
5250,2015not,397
5251,the National Guard of the State,383
5252,the third full fiscal year,391
5253,the fifth full fiscal year,391
5254,the Edward Byrne Memorial Justice Assistance Grant Program,9191306739292312949
5255,SWAT,383
5256,the preceding 10 years,391
5257,fewer than 17,397
5258,fewer than 35,397
5259,2015specialized,397
5260,Administrator: The Administrator,383
5261,2004,391
5262,section 2022(b)(1)(A,390
5263,the last quarter of any fiscal year,391
5264,DLA,383
5265,2015can,397
5266,MRAP,380
5267,the Department of,383
5268,the State Coordinator for the State,383
5269,State Coordinator,383
5270,the State Coordinator,383
5271,later than 10,397
5272,State Coordinators,383
5273,2015Inventory,397
5274,2015For,397
5275,Protecting Communities and Police Act,383
5276,section 2576a(g)(4)(B,391
5277,Chapter 153,390
5278,Ensure Federal,383
5279,Edward Byrne Memorial Justice,380
5280,Assistance Grants,380
5281,the Urban Area Security Initiative,383
5282,section 2004,390
5283,Section 501(d)(2,390
5284,42 U.S.C. 3751(d)(2,394
5285,Federal Law Enforcement Training Center,383
5286,The Federal Law Enforcement Training Center,383
5287,less than 70 percent,393
5288,"60,000,000",394
5289,Local Law Enforcement AgenciesProhibition on,383
5290,Certain Federal Adoptions of Seizures,383
5291,42 U.S.C. 3755,394
5292,the third fiscal year,391
5293,the previous 3 fiscal years,391
5294,greater than 18 percent,393
5295,greater than 30 percent,393
5296,only 5 percent,393
5297,238,397
5298,the first hour,392
5299,Withdrawal of Application for Admission,383
5300,section 292 of the Immigration and Nationality Act,390
5301,CBP,383
5302,Chapter 201,390
5303,section 3500(a,390
5304,section 1 of,390
5305,the Classified Information Procedures Act,383
5306,18 U.S.C. App,394
5307,Federal Public Defender,383
5308,3006A.,397
5309,the Community Defender Organization,383
5310,a Federal Public Defender Organization,383
5311,section 3014,391
5312,Marihuana,380
5313,21 U.S.C. 812,394
5314,the Controlled Substances Import and Export Act,383
5315,960,397
5316,National Forest System Drug Control Act,383
5317,The National Forest System Drug Control Act,383
5318,16 U.S.C. 559b(a)marijuana,394
5319,section 15003(2,390
5320,16 U.S.C. 559c(2)marijuana,394
5321,section 15004(2,390
5322,2516,397
5323,1)(e,397
5324,Community Reinvestment Fund,383
5325,the Community Reinvestment,383
5326,2040,391
5327,42 U.S.C. 3755(a,393
5328,Juvenile Justice,380
5329,the Social Status of Black Men,383
5330,Appointments,383
5331,the United States Commission on Civil Rights,383
5332,meet Commission,383
5333,The Office of the Staff,383
5334,the Commission on Black Men,383
5335,no later than 30 days,391
5336,a given year,391
5337,minutes,392
5338,later than one week,391
5339,the year of the first Commission,391
5340,Cabinet,383
5341,Chapter 303,390
5342,the first 8 weeks,391
5343,Inmate,383
5344,Healthcare,383
5345,tampons;sanitary,391
5346,the Prison Rape Elimination Act of 2003,390
5347,15601,391
5348,4050,391
5349,Overnight,392
5350,21 U.S.C. 841(b,394
5351,1010,391
5352,419,397
5353,420,397
5354,earlier than 5 years,391
5355,the Sentencing Commission,383
5356,951,397
5357,18 years old,391
5358,Section 3661,390
5359,Title 18,390
5360,Section 3553,390
5361,section 3582(c)(1,390
5362,at least 60 years,391
5363,the age of 18,391
5364,Section 3582,390
5365,earlier than one year,391
5366,Section 274(a)(1)(B)(iv,390
5367,Section 34,390
5368,36(b)(2)(A,397
5369,Section 37(a,390
5370,DEATH PENALTYCAUSING,386
5371,section 241,390
5372,section 242,390
5373,section 247(d)(1,390
5374,supreme court,383
5375,351,397
5376,844,397
5377,Section 924,390
5378,1091(b)(1,397
5379,Section 1118,390
5380,Section 1121,390
5381,1201(a,391
5382,Section 1203(a,390
5383,1512(a)(2)(A,397
5384,1716(j)(3,397
5385,1959(a)(1,397
5386,Section 2119(3,390
5387,Section 2245,390
5388,Section 2280(a)(1,390
5389,Section 2281(a)(1,390
5390,Section 2283,390
5391,2332(a)(1,397
5392,Section 2340A(a,390
5393,Death PenaltyIntentional Killingin,383
5394,Section 46502,390
5395,Non-Homicide-Related,383
5396,856,397
5397,article 81(b,390
5398,resultsas,384
5399,article 85(c,390
5400,890,397
5401,article 90,390
5402,Mutiny,383
5403,Section 894(b,383
5404,article 94(b,390
5405,article 99,390
5406,article 100,390
5407,article 101,390
5408,article 102,390
5409,Section 904,390
5410,article 104,390
5411,906,397
5412,article 106,390
5413,906a,386
5414,article 106a,390
5415,2)subsection,397
5416,3)subsection,397
5417,section 910,390
5418,article 110,390
5419,Section 913,390
5420,article 113,390
5421,918,397
5422,article 118,390
5423,27,397
5424,article 4(a,390
5425,article 10(1)(A,390
5426,25a,391
5427,818,397
5428,article 18,390
5429,Section 819,390
5430,article 19,390
5431,Section 820,390
5432,article 20,390
5433,Section 825a,383
5434,article 25a,390
5435,article 29(b)(2,390
5436,843,397
5437,article 43,390
5438,article 45(b,390
5439,Section 849,390
5440,article 49,390
5441,Section 850,390
5442,article 50,390
5443,Section 852,390
5444,article 52,390
5445,1);by,397
5446,Section 854(c)(1)(A,390
5447,article 54(c)(1)(A,390
5448,Section 858b(a)(2)(A,390
5449,861,397
5450,article 61,390
5451,article 60(c,390
5452,article 66(b,390
5453,article 67(a,390
5454,article 71,390
5455,Section 934,390
5456,article 134,390
5457,at least 5,397
5458,949,397
5459,950c,386
5460,950b,386
5461,950i,386
5462,Chapter 228,390
5463,2516(1)(a,397
5464,Chapter 207,390
5465,section 3142(f)(1)(B,390
5466,Venue,384
5467,3235,391
5468,Chapter 213,390
5469,the Voter Empowerment Act,390
5470,Determination of States,383
5471,52 U.S.C. 21083(b,394
5472,section 8009 of this Act,390
5473,the Voter Registration Modernization,383
5474,52 U.S.C. 20501,394
5475,section 7(a):Online,390
5476,the Election Assistance Commission,383
5477,9(a)(2,397
5478,Nonpartisan Manner,380
5479,Section 303(b)(1)(A,390
5480,52 U.S.C. 21083(b)by,394
5481,the Uniformed and Overseas Citizens Absentee Voting Act,383
5482,the Voting Accessibility for the Elderly and Handicapped Act,388
5483,Section 303(d)(2)(A,390
5484,Section 8(a)(1,390
5485,section 6A,390
5486,Section 8(a)(5,390
5487,section 6A(c,390
5488,7 days,391
5489,303(d)(1)(A,397
5490,52 U.S.C. 21083(d)(1)(A)subparagraph,394
5491,Section 8(d)(2)(A,390
5492,9(b,397
5493,20508,391
5494,52 U.S.C. 20507,394
5495,section 8104,390
5496,"January 1, 2020January 1, 2022",391
5497,Statewide,383
5498,section 303,390
5499,Comparison,383
5500,21083,391
5501,National Voter Registration Act,383
5502,at least eighteen years old,391
5503,1993of 1993,391
5504,52 U.S.C. 20506(a)Each,394
5505,42 U.S.C. 501Each,394
5506,6401(e)(2,397
5507,the America COMPETES Act,385
5508,the Help America Vote Act of 2002,390
5509,The United States Immigration and Customs Enforcement Bureau,383
5510,the United States Probation Service,384
5511,The Defense Manpower Data Center of,383
5512,The Indian Health Services of the Department of Health and Human Services,383
5513,section 8111,390
5514,B)subparagraphs,383
5515,52 U.S.C. 20504(d,394
5516,section 5(d,390
5517,20509,391
5518,November 2020,391
5519,Same day,391
5520,section 9(b,390
5521,303subtitle,386
5522,at least 16 years of age,391
5523,Breakdown of Information,383
5524,HAVA,383
5525,52 U.S.C. 21001(b,394
5526,254(a)(1,397
5527,Chapter 29,390
5528,612,397
5529,section 8141,390
5530,52 U.S.C. 21082(b)(2,394
5531,election;why,383
5532,The State Constitution,390
5533,later than 65 days,391
5534,52 U.S.C. 21021(b,394
5535,264,397
5536,section 613,390
5537,594,397
5538,one year5 years,391
5539,the Sentencing Act,390
5540,614,397
5541,the Criminal Division,383
5542,"Accuracy, Integrity",383
5543,Security of Elections,383
5544,the Voter Confidence,383
5545,"Promoting Accuracy, Integrity",380
5546,section 301(a)(2,390
5547,301(a)(2,397
5548,21081(a)(2,397
5549,2))voting,397
5550,21081(a)(1,397
5551,Section 301(a)(3)(B,390
5552,section 247,390
5553,section 248,390
5554,section 246,390
5555,fewer than 3,397
5556,section 271,390
5557,the Director and Commission,383
5558,248,397
5559,246,397
5560,Advocacy Systems,380
5561,52 U.S.C. 21062(a,394
5562,52 U.S.C. 21081(a,394
5563,231,397
5564,section 231,390
5565,B)(ii)(I,380
5566,"later than August 1, 2019",391
5567,later than noon,392
5568,1960,391
5569,that day,391
5570,section 302(a)(4,390
5571,Testing Escrow Account,383
5572,3)(A)(iv,397
5573,the Testing Escrow Account,383
5574,section 231(b)(4,390
5575,52 U.S.C. 21001,394
5576,Grants for Research on Development of Election-Dedicated Voting System,383
5577,"1,500,000",394
5578,each of fiscal years 2018 and 2019,391
5579,2)(A)(i)(I,397
5580,November 2022,391
5581,years before 2024,391
5582,30 minutes,392
5583,21081,391
5584,Determination of Entity Conducting Audits,383
5585,Election Auditor,386
5586,the Election Auditor,390
5587,95%,393
5588,"later than August 1, 2023",391
5589,"later than March 31, 2023",391
5590,subtitle;a,383
5591,52 U.S.C. 21111,394
5592,"May 1, 2023",391
5593,the National Institute for Standards and Technology,383
5594,section 322(b)(2,390
5595,a) $,394
5596,the Help America Vote Act,383
5597,StateExcept,383
5598,a period of consecutive days,391
5599,weekends,391
5600,the 15th day,391
5601,a day,391
5602,Absent Uniformed Services Voters and Overseas Voters,383
5603,705,397
5604,the Servicemembers Civil Relief Act,390
5605,50 U.S.C. App,394
5606,595,397
5607,the Federal Election Campaign Act,390
5608,later than 55 days,391
5609,later than 43 days,391
5610,the Presidential Designee,383
5611,at least 45 days,391
5612,"110,000",394
5613,"220,000",394
5614,later than December 31 of each year,391
5615,section 576,390
5616,the Military and Overseas,383
5617,Section 102(a)(8)(A,390
5618,20302,391
5619,fewer than 40 days,391
5620,section 103A.,390
5621,the 45th day,391
5622,a weekend,391
5623,weekday,391
5624,Section 104 of the Uniformed and Overseas Citizens Absentee Voting Act,390
5625,52 U.S.C. 20306,394
5626,section 102(a)(4,390
5627,6 days,391
5628,a leave year,391
5629,6328,391
5630,Election Assistance Commission,383
5631,Complaints,383
5632,section 402(a)(2,390
5633,Federal Election Integrity,383
5634,Immediate Family Members,383
5635,December 2019,391
5636,Election Day,391
5637,Tuesday,391
5638,the first Monday in November in 2020,391
5639,6103,391
5640,"later than June 30, 2019",391
5641,over 1 hour,392
5642,42 U.S.C. 15481,394
5643,section 303(b)(2,390
5644,303303,391
5645,303A,397
5646,fewer than 7 days,391
5647,same-day,391
5648,andState,383
5649,Voter Hotline Task Force,380
5650,Bi-Annual,380
5651,later than March 1,391
5652,odd-numbered year,391
5653,the previous 2 years,391
5654,fiscal year such,391
5655,less than 15 percent,393
5656,the fiscal years 2003,391
5657,Commonwealth of Northern Mariana Islands,383
5658,Section 3(4,390
5659,the District of ColumbiaStates,384
5660,the United States Virgin Islandsthe United States Virgin Islands,384
5661,252(c)(2,397
5662,52 U.S.C. 20925,394
5663,Voting Rights Act,390
5664,Prison Reform,380
5665,a Contract Facility,383
5666,Contract Facilities,383
5667,552,397
5668,the Freedom of Information Act,383
5669,47 U.S.C.,394
5670,2017prescribe,397
5671,252,397
5672,276,397
5673,Inmate telephone,383
5674,2007,391
5675,"Chapter 229 
",390
5676,33.3 percent,393
5677,anda prisoner,380
5678,less than 1 year,391
5679,later than 3 months,391
5680,3 months,391
5681,Commission: The Commission,383
5682,Notice: The Commission,383
5683,later than 21 days,391
5684,66.6 percent,393
5685,more than 45 years,391
5686,30 years,391
5687,section 3634(b)(2,390
5688,anda parolee,380
5689,less than 10 days,391
5690,10-day,391
5691,section 3643,391
5692,Jurisdiction of Commission,383
5693,3643(a)(2,397
5694,section 3642,390
5695,section 3635,390
5696,section 3640(c,390
5697,National Appeals Board,383
5698,the National Appeals Board,383
5699,section 3632(a)(1,390
5700,section 701(a)(2,390
5701,Parole Commission,383
5702,the Sentencing Reform Act,390
5703,Section 3624(b,390
5704,the United States Parole Commission,384
5705,3635.by,397
5706,1226a,391
5707,1226,391
5708,the Office for Civil Rights and Civil Liberties,383
5709,section 552(f)(2,390
5710,more than 90 days,391
5711,later than June 30 of each year,391
5712,Section 3624(c)(1,390
5713,50 miles,395
5714,Collateral Consequences,383
5715,1090,391
5716,199621,391
5717,862,397
5718,Subpart H,383
5719,the Declaration for Federal Employment (Office of Personnel Management Optional Form,383
5720,USAJOBS,383
5721,section 9204,390
5722,chapter 92,390
5723,Section 9202,390
5724,chapter 91,390
5725,section 9206,390
5726,404(2,397
5727,407,397
5728,the Fair Chance to Compete for Jobs Act,383
5729,102(a)(12,397
5730,9202,397
5731,9203 and 9206,386
5732,Paragraphs,380
5733,Division C,383
5734,9.4,397
5735,the Federal Acquisition Regulation,383
5736,section 2(b)(2,390
5737,Chapter 137,390
5738,137section 2337,391
5739,Federal Acquisition Regulation,383
5740,the Federal Acquisition Regulatory Council,383
5741,4713,397
5742,2338,397
5743,Office of Personnel Management,383
5744,the Bureau of Justice Statistics,383
5745,Corporation,383
5746,section 215,390
5747,656,391
5748,657,397
5749,1005,391
5750,1006,391
5751,1007,391
5752,"1008,1 1014, 1032,",391
5753,"1344, 1517, 1956",391
5754,1957,397
5755,1341,391
5756,1343,391
5757,12 U.S.C. 61112,394
5758,the Federal Reserve SystemCorporation,383
5759,Board of Governors,383
5760,less than twenty,397
5761,twenty-five,397
5762,Section 141,390
5763,Section 922(d)(8,390
5764,Section 922(g)(8,383
5765,the School Building Improvement Act,383
5766,ASHRAE Energy Standard for Buildings,383
5767,school20,384
5768,Energy Star,383
5769,LEED Green,380
5770,LEED Green Building Rating System,9191306739292312949
5771,less than one-half,397
5772,A)—to,381
5773,plan;developing,380
5774,between 5 to 17 years of age,391
5775,Buildings,383
5776,under 5 years,391
5777,laboratories;repairing,391
5778,1210129,391
5779,a fiscal year shall,391
5780,6431(f)any,397
5781,the United StatesSteel,383
5782,the Protecting the Rights of Families,383
5783,section 101(b)(1,391
5784,the Convention Against Torture and Other Cruel,390
5785,December 10,391
5786,LGBTQ).Any,383
5787,section 3(11,390
5788,section 103,390
5789,section 104(b)(7)(B,390
5790,more than 48 hours,392
5791,more than 7 days,391
5792,later than 6 hours,392
5793,the U.S. Immigration and Customs Enforcement;an immigration court,383
5794,the Board of Immigration Appeals;the Office of the Inspector General,383
5795,the Department;the Office for Civil Rights and Civil Liberties of the Department,383
5796,home;a,380
5797,anda place,380
5798,at least,397
5799,72-hour,392
5800,1226legal,397
5801,the Civil Rights and Civil Liberties Officer,390
5802,protections;humanitarian,381
5803,section 236A,390
5804,the Department of Homeland Security;specify,383
5805,"Individualized
 ",383
5806,Customs Enforcement,383
5807,6 U.S.C. 251,394
5808,Customs Enforcement Ombudsman,383
5809,Immigration and Customs Enforcement Ombudsman,383
5810,the Office of the Ombudsman,383
5811,the next fiscal year,391
5812,the Office of the Ombudsman;statistical,383
5813,the Rights of Families,390
5814,"January 25, 2017",391
5815,8799,391
5816,Enhancing Public Safety,383
5817,11278,391
5818,2018JOLT Act,390
5819,8 U.S.C. 1184,391
5820,section 101(a)(15)(B,390
5821,240 days,391
5822,Canada;is,383
5823,at least 50 years,391
5824,240-day,391
5825,1187(c)(1,397
5826,Appropriate Congressional,383
5827,Congressional Committeesthe Committee on Foreign Relations,383
5828,217(c)(2)(A,397
5829,the previous full fiscal year,391
5830,Section 217(c)(3,390
5831,1187(c)(3,397
5832,section 217(c)(2,390
5833,217(c)(5)(A)(i)(II,397
5834,1187(c)(6,397
5835,Homeland Security’s,383
5836,Visa,383
5837,8 U.S.C. 1187(c)(7)striking,391
5838,Section 217(c)(8,390
5839,8 U.S.C. 1187(c)(8,394
5840,101(a)(15)(B);the,397
5841,c)(5)(A,383
5842,the first day of the first fiscal year,391
5843,anda waiver,380
5844,section 2 of Public Law 105–1738 U.S.C. 1376,390
5845,June 30 and,391
5846,each subsequent year,391
5847,the Department of Commerce’s,383
5848,the Department of State’s,383
5849,the Congressthe Committee on the Judiciary,383
5850,the Committee on Foreign Relations,383
5851,the Committee on Foreign Affairs,383
5852,1201(g)to,397
5853,Section 222 of the Immigration and Nationality Act,390
5854,1202,391
5855,section 217 of the Immigration and Nationality Act,390
5856,the Computer Science,383
5857,the America COMPETES Reauthorization Act,383
5858,2(2,397
5859,42 U.S.C. 6621,391
5860,5 to 17,391
5861,the second preceding year,391
5862,section 1124(c,390
5863,20 U.S.C. 6333(c)(4,393
5864,more than five percent,393
5865,earlier than 4 years,391
5866,20 U.S.C. 6661,393
5867,the National Science Foundation Authorization Act,383
5868,7221i,391
5869,Federal Family Education Loan,383
5870,20 U.S.C. 1087aa,394
5871,name;other,383
5872,"later than October 1, 2020",391
5873,3(b)(1,397
5874,ser­vi­cer,383
5875,15 years,391
5876,than-2-year,391
5877,20 U.S.C. 1071Students,394
5878,the Student Right,383
5879,A)(ii,384
5880,each of fiscal years 2018 through 2026,391
5881,Patsy T. Mink,380
5882,Louise M. Slaughter Gender Equity,380
5883,Office for Gender Equity,383
5884,the Office for Gender Equity,383
5885,Gender Equity,383
5886,section 202(b)(3,390
5887,20 U.S.C. 3412(b)(3,394
5888,the Office of Gender Equity,383
5889,section 5(b)(5,390
5890,anda national organization,383
5891,andadult education;all,383
5892,andurban,384
5893,Works Clearinghouse,383
5894,"80,000,000",394
5895,"less than $70,000,000",394
5896,the Truth in Lending Act,383
5897,4).The,397
5898,section 485(l)(6,390
5899,the Department of Treasury,383
5900,the Community College Student Success Act,383
5901,each fall,391
5902,more than 150,397
5903,2.0,397
5904,no more than 2,397
5905,Community College Student Success Grant Program,383
5906,4 and 5,391
5907,section 6(a,390
5908,the second year,391
5909,40 percent,393
5910,the fifth year,391
5911,the second year through the fifth year,391
5912,University20,380
5913,section 4(f,391
5914,the same fiscal year,391
5915,2029,391
5916,the Protecting the Health and Wellness of Babies and Pregnant Women in Custody ActPregnant Women in Custody Act,383
5917,each Bureau of Prisons,383
5918,"Chapter 317section 4321
					",390
5919,section 4086,390
5920,the United States Marshal Service,384
5921,6 hours,392
5922,United States Marshal Service,383
5923,24 hours,392
5924,United States Marshal,383
5925,the Judiciary Committee,383
5926,any Bureau of Prisons,383
5927,professional;in,384
5928,United States Department of Health and Human Services,383
5929,chapter 317,390
5930,5121,391
5931,less than one-third,397
5932,Federal Emergency Management Agency,383
5933,FEMA,383
5934,the Administrator of the Federal Emergency Management Agency,383
5935,Small Business Administration,383
5936,a Small Business Administration,383
5937,lower than 120 percent,393
5938,SBA,383
5939,section 111,390
5940,the Federal Emergency Management Administration,383
5941,312,397
5942,the National Flood Insurance Program,383
5943,Army Corps of Engineers,383
5944,Program Office Salaries and Expenses—Community Planning,383
5945,Developmentshall,380
5946,the Office of the Inspector General,383
5947,more than 0.1 percent,393
5948,the Federal Flood Risk Management Standards,383
5949,at least two feet,395
5950,4001,391
5951,Federal Statute,383
5952,106,397
5953,403,397
5954,406,397
5955,408(c)(4,397
5956,42 U.S.C. 512142,394
5957,5304(g)(1,397
5958,section 104(g)(2,390
5959,42 U.S.C. 5304(g)(2)42,394
5960,the Inspector General for,383
5961,the Community Development Block Grant—Disaster Recovery,383
5962,the Committees on Appropriations of the House of Representatives,383
5963,the Community Development Block Grant Disaster Recovery Reserve Fund,383
5964,Award Basis,380
5965,the Public Health Violence Prevention Act,383
5966,Office of Noncommunicable Diseases,383
5967,Injury,383
5968,Environmental Health,383
5969,the Office of Noncommunicable Diseases,383
5970,National Center for Violence Prevention,383
5971,Programs Relating,383
5972,the National Center for Violence Prevention,383
5973,"Control of the Office of Noncommunicable Diseases,",383
5974,Public Health Violence Prevention Program,383
5975,a Public Health Violence Prevention Program,383
5976,the Office of Data Collection and Evaluation,383
5977,Public Health Department Violence Prevention Grants,383
5978,the Public Health Violence Prevention Program,383
5979,the Public Health Department Violence Prevention Grants Program,383
5980,University/School of Public Health Violence Prevention Grants,383
5981,the University/School of Public Health Violence Prevention Grants Program,383
5982,Criminal Justice Violence Prevention Grants,383
5983,the Criminal Justice Violence Prevention Grants Program,383
5984,the School Violence Prevention and Trauma Mitigation Grants Program,383
5985,State Health Department Violence Prevention Grants,383
5986,the State Health Department Violence Prevention Grants Program,383
5987,a Private Health Care Sector Violence Prevention Program,383
5988,the Private Health Care Sector Violence Prevention Program,383
5989,Behavioral Health Violence Prevention Grants,383
5990,the Behavioral Health Violence Prevention Grants Program,383
5991,the Primary Care Violence Prevention Grants Program,383
5992,Community Connections Violence Prevention Grants,383
5993,the Community Connections Violence Prevention Grants Program,383
5994,Academic Medical Centers Violence Prevention Grants,383
5995,the Academic Medical Centers Violence Prevention Grants Program,383
5996,National Health Violence Prevention Program,383
5997,a National Health Violence Prevention Program,383
5998,Each Office or Board,383
5999,Office of Applied Violence Prevention Research:,383
6000,the Office of Applied Violence Prevention Research,383
6001,the National Health Violence Prevention Program,383
6002,National Advisory Board,383
6003,"the National Health Violence Prevention
			 Program",383
6004,a National Advisory Board,383
6005,the Office of Violence Prevention Training Program,383
6006,Office of Data Collection and Evaluation,383
6007,Office of Violence Prevention Education,383
6008,the Office of Violence Prevention Education,383
6009,the John Tanner Fairness,9191306739292312949
6010,Ricardo Vallejo Samala,380
6011,Independent State Commission,383
6012,the independent redistricting commission,383
6013,the John Tanner Fairness and Independence in Redistricting Act,383
6014,Independent Redistricting Commission,383
6015,Administrative Matters,383
6016,the Government Affairs Committee,383
6017,February 1,391
6018,the Bureau of the Census).Consistency,383
6019,Legislature,383
6020,November 1,391
6021,State Court,383
6022,section 4(c)(3,390
6023,Federal Court,383
6024,December 1,391
6025,the first September 1,391
6026,andthe United States,384
6027,State Apportionment Notice Defined,383
6028,the Clean Start Act,390
6029,section 3631(3)(B)(i,390
6030,section 3631(3)(B,390
6031,1291,391
6032,the Protecting Data,383
6033,the Border Act,390
6034,Governmental,384
6035,March of each year,391
6036,the Stop Child Abuse,383
6037,intervention;a,383
6038,Advocacy System,380
6039,15043,391
6040,State42 U.S.C. 5101,384
6041,the National Sex Offender Registry,383
6042,the Adam Walsh Child Protection and Safety Act of 2006,383
6043,10 business days,391
6044,the past 5 years,391
6045,115(b)(3,397
6046,section 7 of this Act,390
6047,42 U.S.C. 5101,393
6048,Authorization of Appropriations: Section 112(a)(1,383
6049,Section 106(b)(1,383
6050,115)in,397
6051,115,397
6052,section 301 of the Rebuild America’s Schools Act,390
6053,the Rebuild America’s Schools Act,383
6054,the Healthy Food Financing Initiative Reauthorization Act,383
6055,Reauthorization of Healthy Food Financing Initiative:,383
6056,the Department of Agriculture Reorganization Act,383
6057,Healthy Food Financing Initiative,383
6058,4702,391
6059,Food Financing Initiative Reauthorization Act,383
6060,Food Financing Initiative Reauthorization,383
6061,the National Fund,383
6062,National Fund,383
6063,National Fund Managerin,383
6064,1805.201(b)(3)(ii)(B,397
6065,2018individually,397
6066,section 1805.201(b)(3)(ii)(D,390
6067,the Healthy Food Financing Initiative,383
6068,d)(2)(B,383
6069,Initiative;review,386
6070,the National Fund Manager,383
6071,3)(C)(v)(II,397
6072,section 4405,390
6073,7 U.S.C. 7517the degree,395
6074,Initiative;in,380
6075,"the Food, Agriculture, Conservation and Trade Act",383
6076,"125,000,000",394
6077,1)—not less than,394
6078,20 U.S.C. 1221,391
6079,full-day,391
6080,full-year,391
6081,section 4(c)(4,390
6082,section 3(c)(1)(B,390
6083,3;inform,397
6084,450b,386
6085,State20 U.S.C. 7801,383
6086,the Department of Education;the,383
6087,andthe Department of Health and Human Services,383
6088,Acquire,384
6089,the Children’s Oncology Group Biorepository,383
6090,the Pediatric Cooperative Human Tissue Network,383
6091,Pediatric Expertise,9191306739292312949
6092,NIH Report,383
6093,QUALITY OF LIFE,383
6094,SURVIVORSHIP,383
6095,42 U.S.C. 280g–2,394
6096,2017Collaborative,397
6097,the Ending the Monopoly of Power Over Workplace Harassment,383
6098,Charge of Discrimination42 U.S.C. 2000e–5,388
6099,704,397
6100,42 U.S.C. 2000e–2a State,394
6101,42 U.S.C. 2000ean,394
6102,42 U.S.C. 2000e–16b,394
6103,"2000e–16c),the",397
6104,42 U.S.C. 2000ethe,394
6105,anda court,380
6106,2000e–16c,397
6107,42 U.S.C. 2000e–16b(a)(1));the Congressional Accountability Act,388
6108,section 201(a)(1,390
6109,section 411,390
6110,the 11th Amendment to the Constitution,390
6111,section 1977A(b,391
6112,Charge of Discrimination,383
6113,the Commission and Commission,383
6114,706,397
6115,42 U.S.C. 2000e–5,394
6116,section 704,390
6117,"less than $1,000,000",394
6118,Form 10–K,386
6119,"less than $1,500,000",394
6120,the Congressional Harassment Reform Act,390
6121,2);discrimination,397
6122,the Committee on House Administration of,383
6123,H. Res,380
6124,630,397
6125,House Resolution,383
6126,the Committee on House Administration of the House of Representatives;the Committee on Rules and Administration of the Senate;the Committee on Ethics of the House of Representatives,383
6127,andthe Select Committee on Ethics of the Senate,383
6128,a)(2)(A)(i)(III)(bb,383
6129,1331,391
6130,12131a,391
6131,12181a,391
6132,12102a,391
6133,section 301 of that Act,390
6134,12181,391
6135,"2 U.S.C. 1361
 ",393
6136,1402(a,391
6137,1407,391
6138,101(12,397
6139,section 220.in paragraph,390
6140,12)—in,397
6141,section 220,390
6142,section 204(a)(2,391
6143,2 U.S.C. 1314(a)(2)and,391
6144,the Library of Congressin,383
6145,section 215(a)(2,390
6146,General Accounting Officeorby,383
6147,Library,380
6148,2 U.S.C. 1404,391
6149,12131,391
6150,the Small Business Taxpayer Bill of Rights Act,383
6151,the Internal Revenue Service,383
6152,"Section 7214
 ",383
6153,"25,000",394
6154,section 1001(a)(4,390
6155,the Internal Revenue Service Restructuring and Reform Act,383
6156,the Internal Revenue Service Office of Appeals,383
6157,Internal Revenue Service,383
6158,Internal Revenue,383
6159,20181998,391
6160,the Office of Chief Counsel,383
6161,Section 7123,383
6162,5 working days,391
6163,the Office of Appeals,383
6164,"7213(a)$5,000$10,000",397
6165,Chapter 77,390
6166,section 121,390
6167,1203(b,391
6168,26 U.S.C. 7804and,394
6169,section 1203(c,391
6170,section 8D,390
6171,"Semiannual
 Report: Subsection",383
6172,8D,397
6173,62,397
6174,section 224,390
6175,NRP,383
6176,"5,000",394
6177,224,397
6178,National Taxpayer Advocate,383
6179,section 7803(c)(1,390
6180,the National Taxpayer Advocate,383
6181,section 7803(c,390
6182,IRS,383
6183,6343(a)(1)orincluding,397
6184,the Paycheck Fairness Act,383
6185,Bona Fide,380
6186,6(d)(1,397
6187,29 U.S.C. 215,394
6188,The Equal Employment Opportunity Commission,383
6189,the Office of Federal Contract Compliance Programs,383
6190,the National Award for Pay Equity,390
6191,Labor’s National Award for Pay Equity,383
6192,Bureau of Labor Statistics,383
6193,the Current Employment Statistics,383
6194,Office of Federal Contract Compliance Programs,383
6195,9(e,397
6196,29 U.S.C. 203(s)(1)(A,394
6197,the Maximizing Outcomes for Moms through Medicaid Improvement and Enhancement of Services,383
6198,Enhancing Medicaid,383
6199,1396a(l)(1)(A)60-day,391
6200,1902(e)(6,397
6201,1396a(e)(6)60-day,391
6202,1396b(v)(4)(A)(i)60-day,391
6203,1902(a)(10,397
